post_id,sentence,true_label,logits
19953084_gab,lol oh yeah ok you wanna fight lets go queer anyone who jojns the military withour being drafted is a faggot too,offensive,[ 0.23604494 -0.910935    0.4871412 ]
19986210_gab,the christ cuck sand nigger messiah cries out in pain as he shoots himself in the foot with his sand nigger religion lmao,hatespeech,[ 1.4778548  -1.3001524  -0.37461388]
20009853_gab,do not put your gab mug in the dishwasher the gab decal is not dishwasher safe 😢 <user> <user> edit only the black gab mug does this the white one will not thanks for the replacement gab ♥,normal,[-0.8592193   0.61654115 -0.13313411]
20088200_gab,animals have hemoglobin and plasma too op bitch,offensive,[-0.8816757  -0.06165604  0.46315947]
20121839_gab,says the retarded mong that had his here as nemesisofmycroft i broke you <number> yrs ago and you have never recovered,offensive,[-0.7308924  -0.71515083  0.90286446]
20126355_gab,they are using arabs and africans to wipe out the western culture people it came from their mouths check my bitchute,hatespeech,[-0.48882094 -0.03009691  0.22298728]
20162017_gab,backpedaling fails to point out exactly my comments and resumes to nonsensical aussie retarded babbles go choke on a cock you useless wrinkly aussie slag you are th descendants of the bottom feeders among limeys loll,hatespeech,[-0.6745963  -0.6453911   0.86278397]
20185913_gab,and the pitifultruth is that when german women got to good to have german families the damned ragheads come in and rape them,hatespeech,[-0.06437591  0.00474486  0.03480234]
20188913_gab,so nice to see an american family in the white house and not the ghetto trash who was ruining our country maga gabfam britfam,hatespeech,[-0.70998657  0.09810359  0.09114818]
20339304_gab,libtards are allowing jews and people of color to ruin america,hatespeech,[-0.22801928 -0.2132314   0.28570643]
20501519_gab,only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick,hatespeech,[-0.25955692 -0.0831811   0.15276021]
20531142_gab,i am starting to think it the jews 👀,hatespeech,[ 0.03672346 -0.27217138  0.2391967 ]
20534860_gab,i can only assume that our govts are corrupted by saudi qatari money and in return have promised to put muslims above every non muslim citizen that the only thing that makes sense which means next ge we have to elect an uncorrupted govt,offensive,[ 0.00632429 -0.24342702  0.2005343 ]
20562194_gab,i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white,normal,[-0.1629734  -0.07266109  0.22705467]
20567241_gab,the muslims have fled and are claiming benefits in europe and the jews are sitting safe and sound in new york and washington rubbing their hands together spending the proceeds of stolen oil,offensive,[ 0.1421787  -0.29432356  0.16321623]
20622181_gab,anyone who still votes for democrats is a fucking retarded idiot,offensive,[-0.87415326 -0.6761126   0.9349622 ]
20693707_gab,antifa is currently burning everything in sight and beating people up stand down someone is shooting this school up stand down there are a bunch of illegal immigrants holding a rally let them stay it all good stand down rule of law my rear,offensive,[ 0.14717788 -0.3159353   0.29342982]
20695676_gab,america the rulers overlords at the federal local levels have made a declaration the lives of american citizens are no longer our concern as of this moment the only lives worth protecting defending are those of illegal aliens muslim terrorists libbyschaaf,hatespeech,[ 0.09678173 -0.2406087   0.20398012]
20803751_gab,another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,hatespeech,[ 1.1957269  -0.985932   -0.33511642]
20975497_gab,damn right we are going to react when an <number> white country pushes non white actors everywhere,offensive,[-0.972594    0.33335394  0.05548843]
20989384_gab,i hope there are not many of my fellow asians in sweden high chance of falling victim to islamic rape gangs in that country,hatespeech,[-0.7095374   0.1452264   0.05265908]
2102116_gab,<user> hot take incoming more racism and sexism from minorities than the white majority in this country,normal,[-1.6637088   0.66897553  0.09401192]
21055613_gab,islam is the religion of peace there a piece of you over here another piece over there some more pieces over there the fun never stops with the retarded followers of the pedophile prophet,offensive,[-0.47493514 -0.7829305   0.83809465]
21091701_gab,it a mediocre tinder knockoff where women are required to message men first it useless in eastern europe because the only women who use it are british or irish tourists,offensive,[-0.6085775   0.04020349  0.16450955]
21112613_gab,trudeau is a muzzie loving faggot he loves the goathumpers at the expense of canadians yet the canadians elected him what is wrong with canada,hatespeech,[ 1.5785849  -1.6634395  -0.31737098]
21163029_gab,sounds pretty queer to me,normal,[-1.0857046   0.4047789  -0.19518988]
21168212_gab,i find it easy to get around being called a racist sexist nazi homophobe if you are just an asshole to everyone,normal,[-0.28745717 -0.05782384  0.12707159]
21248269_gab,<user> there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily,hatespeech,[-0.3152695   0.26858383  0.08581582]
21280190_gab,dont like capitalism want socialism want national socialism also known as socialism for whites only got to africa jews have imposed socialism for blacks only there and if someone tries to open a business he gets shot by the jews,offensive,[ 0.47016677 -0.7141459   0.23082967]
21292492_gab,biological traitors that want to wallow in a ghetto,normal,[-0.4278396  -0.02233899  0.27705878]
21340695_gab,california released criminal illegals here some you should know about i am going to use every power i have to stop them trump white house released list of criminal illegal immigrants set free by the state of california in lieu of allowing ice to detain them,normal,[-0.84759045  0.18656982  0.00104582]
21374183_gab,should martin shkreli get raped in prison,hatespeech,[-0.6306927 -0.0578628  0.348528 ]
21376620_gab,no excuse for us not to offer refugee status to white refugees in south africa,normal,[-0.93937993  0.24846609  0.0441869 ]
21524231_gab,talk to me when one of the dumb tradthots get shot over their views or something no one gives a shit about some idiot getting detained on muslim grounds anymore this isnt <number>,offensive,[-0.7524544   0.12997924  0.08950993]
21547229_gab,whatever ivan bollockov you keep flapping like a bitch i will get your dad to turn your wifi off and confiscate your phone,offensive,[-0.65608406 -0.09729227  0.52468586]
21585337_gab,these are the refugees that europe should be taking in,normal,[-0.77084184 -0.00717901  0.37730968]
21622146_gab,well said lord pearson we are looking at millions of rapes of white and sikh girls other communities too by muslim men only <number> have been convicted since <number> can we talk about islam without being accused of hate crime lord pearson question in the house of lords islamistheproblem,offensive,[-0.8313215   0.16763848  0.06686185]
21690630_gab,i look forward to the days where women can support each other by teaming up to be homestead mother teachers and take back the education that is instilled in them no more hating yourself because you are white,offensive,[-0.5043657   0.03353866  0.15902317]
21749687_gab,atomaweapon is a puny faggot trying to be big shit asking billshit questions to dodge the subject,hatespeech,[ 0.03174146 -0.58780676  0.45401007]
21757892_gab,fuck that towelhead terrorist ship him to syria and drop him off a building fucking cuck,hatespeech,[-0.01511828 -0.08601287  0.08995579]
21771567_gab,there are good and decent people here who have no interest in hearing jew nigger kike spic jap wop dago mick kraut porch monkey sand nigger moon cricket must they endure just so you can have your opinion validated,normal,[ 1.6649958  -1.4447896  -0.50610256]
21799730_gab,did you hear about the sand nigger lookin guy on the human rights council of australia who used his parliament speaking time to rail against the fast track immigration to the south african whites that was proposed this is far worse than just clown world,hatespeech,[ 1.3122281 -1.158671  -0.3492454]
21799978_gab,i guess she will be blaming that on russia too and white women and comey and well you get the point,normal,[-0.9805913   0.33032304 -0.06016038]
22035806_gab,when a cucked trump faggot thinks you are a libertarian,offensive,[ 0.67443466 -1.2601192   0.39004108]
22127720_gab,do asians like you ever feel any shame for invading us universities in such overwhelming numbers,normal,[-0.6560893   0.03616172  0.22164132]
22167958_gab,damn tfw total retard yet micro confirms ur suspicions called this weeks ago feelsgodopan jpg practice cancelled today shits about to get rough,offensive,[-0.7412543  -0.33232158  0.91927207]
22206382_gab,lol most die from legal drugs not the ones shipped in by the cia nation of obese retarded junkies needs lots of drugs,offensive,[-0.23104568 -0.833276    0.7358835 ]
22261822_gab,confirmed retard here folks,offensive,[-0.69304335 -0.45333087  1.0996165 ]
22382040_gab,stupid commie cunts fuck them well actually do not fuck the bald lesbian that just nasty plus she does not like dick and do not fuck the black one or the fat one who wants to go ghetto or hoggin the one on the left is doable though,offensive,[-0.01390072 -0.04078887  0.09705719]
22448349_gab,common core weed too much ritalan chem trails vegan diet women studies at ivy league schools madcow msmbc too obnoxious to have a good guy,normal,[-0.5709218   0.04954791  0.19251943]
22701793_gab,racist pieces of shit more black kids are killed in the ghetto by other black kids so how is there never protests when an innocent little kid dies from stray bullets going through their house huh they wont because it smashes blms narrative and the truth is racist,offensive,[-0.28354353 -0.19237284  0.3190395 ]
22706056_gab,<user> ‍ just listening to the latest radical agenda and was interested to listen to that one caller who said that we have an online ethnostate it seems more like an online ghetto to me but as they say you say tomato i pronounce it properly,normal,[-1.031851    0.7494865  -0.16243179]
22753470_gab,i poisoned sergei skripal he was a faggot anyway,hatespeech,[ 0.25929466 -0.92663527  0.49873862]
22834310_gab,your pussy muzzie loving government is killing you off faster than any battlefield aside from a handful of brit your giving your country up just like your parliament wanted to do in <number> here you go hitler we give up you had better resurrect churchill rapidly cuck boy,hatespeech,[ 1.1445118  -1.1282799  -0.21564487]
22842291_gab,i never thought i would see the day when faggots and niggers are held in a higher regard than myself when the leaders of your own country hate you love them your country is screwed,hatespeech,[ 1.3989455  -1.5603944  -0.22866304]
22853314_gab,just how many niggers has david duke defeated in a knife fight did heimbach show you all the bullet holes that niggers have put in him and have many times has spencer been ass raped by a nigger and no you can not count the times money was exchanged beforehand mpcstatusupdates,hatespeech,[ 1.1381018  -1.0125381  -0.33500332]
22888404_gab,longest war $$ $$ in american history a few stinkin thousand muzzies we can not wipe out gen smedley butler war i a racket but make sure you cough up your tax for this bullshit farce or they throw you in jail,offensive,[ 0.5698422  -0.54967666 -0.01429114]
22954086_gab,keft wing nazi <number> life,normal,[-1.0711532   0.21994182  0.10365108]
22962144_gab,no faggot you are anti white for calling white nationalists wignats a retarded anti white term coined by your idol ricky vaughn,offensive,[-0.68661225 -0.6932231   0.89398026]
2300557_gab,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,offensive,[ 0.25585315 -0.5340831   0.11315049]
23082971_gab,have just another rabbit running on facebook under the honey badge guise this one is a little rocket wicked fun making jews dance the homo paedo dave slatfascists is unable to find me on facebook,hatespeech,[ 0.04682574 -0.19151764  0.18777408]
23095351_gab,easy to make generalized statements a stopped watch is right twice per day drug addicts can make intelligent statements from time to time even a mentally retarded person knows when to go to the bathroom,normal,[-0.03009943 -0.83879465  0.6627863 ]
23153961_gab,christianity turned whites into lugubrious losers that why even white kids prefer nigger music because niggers do not sound beaten down white christians always do,hatespeech,[ 1.2849633  -1.010329   -0.45738906]
23202591_gab,😂 altright is a joke and they dare to make fun of conservatives ha good luck killing eachother trying to be the top nazi ya bunch a retards 😂,offensive,[-0.78616774  0.1926032   0.05196422]
23263185_gab,warski has a flat earth debate two days later baked alaska has a flat earth debate that bleached haired retard does not even hide it anymore,offensive,[-0.51699126 -0.41026133  0.99001324]
23479390_gab,america elected a ghetto family twice,offensive,[-0.3795179   0.06291063  0.20553447]
23484871_gab,ijeuma oluo lol bet their real name something really ghetto like ty jon or something i notice that the woke african americans love to use african names to virtue signal their identity like that comic artist kwanzer osajyefo,offensive,[-0.8354777   0.18321937  0.0508103 ]
23513033_gab,they fell for the women in charge meme,normal,[-1.0590522   0.18392392  0.12863258]
23595647_gab,now he comes aaron judge certainly one of the hotter yankees michael kay no homo,offensive,[-1.0821407   0.18863681  0.0928663 ]
23813964_gab,muzzies are goathumpers and wifebeaters fuck every muzzie and the religion of piss i d be happy if we nuked every muzzie country off the map,hatespeech,[ 1.0911348  -1.1101111  -0.16392328]
23834135_gab,obama was ghetto bigger so yes,offensive,[-1.0037211   0.08800332  0.2863621 ]
23840294_gab,precinct and campaign meetings will confirm that it is only whites who hold any ideals about government non whites want free govt cheese and jews are crazy for power,offensive,[ 0.07423246 -0.1395969   0.07182675]
23844303_gab,they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression,hatespeech,[ 1.7247691  -1.5488392  -0.44679487]
23890399_gab,brennan is a vicious nasty muslim convert no act is too low for him,offensive,[-1.0059022   0.26882964  0.10964809]
24004967_gab,standup purity spiraled iself into a singer songwriter ghetto so that talented performers like a bob hope are not considered real comedians cause they paid other ppl to write jokes for them,normal,[-0.614671    0.15958886  0.09643431]
24024394_gab,come on faggot you can do better than that why do not you come at me with scholarly sources scratch that you raggedy ass faggots would not know a reputable source or scholars for that matter if it fucked you in the ass get thee behind me faggot,hatespeech,[-0.42306665 -0.17917533  0.21673527]
24136186_gab,tfw i never got to use my white privilege to just walk into a starbucks and take a huge shit without buying a small coffee,normal,[-0.3927184   0.12349653 -0.01440232]
24146612_gab,a few years back i talked to my wife about maybe selling our house cashing in our <number> <number> <number> k and moving our family to sweden that out the window we have <number> and <number> yr old beautiful white daughters fucking sand niggers would have a hey day with them my sympathies sweden,hatespeech,[ 1.248545   -1.5316334  -0.08304803]
24172961_gab,yep and who pushed the civil rights thing which made niggers far worse you got it the joos they are worse than niggers ever thought about being,hatespeech,[ 1.0476785  -1.1406661  -0.18336031]
24190945_gab,yah christian island republic shall not have queers or witches on it if we find any death,hatespeech,[ 0.04780541 -0.0615842  -0.03372288]
24230127_gab,gay you are,offensive,[-1.2786771   0.32159698  0.1928369 ]
24277603_gab,imagine trusting that rat faced faggot kike,hatespeech,[ 1.9415867  -1.8298416  -0.46368358]
24279139_gab,he also supported other causes in <number> he tackled the issues of human trafficking and gang violence when he directed the videos for his tracks for a better day and pure grinding all the songs have a story i wanted to tell avicii said avicii qanon,offensive,[-0.9875244   0.40572363 -0.11323567]
24305062_gab,education or marxist indoctrination since it is well established blacks are incapable of learning anything past the age of ten unless they are half white should not blacks go to a trade school upon age <number> say learning how to pick cotton fruits and vegetables,hatespeech,[-0.01322608 -0.17680855  0.13448302]
24341213_gab,wotta day for putting the flag on top of your car and drive through the caliphates playing onwards christian soldiers full blast on a ghetto blaster,offensive,[-0.66794944  0.37082124 -0.04072418]
24348352_gab,two more twitter refugees i think all good people will enjoy conversing with <user> ‍ <user> ‍ both good articulate freedom loving patriots,normal,[-1.0826626e+00  3.9641970e-01  7.1782246e-04]
24356157_gab,developers buying houses and dwelling buildings and leaving them unoccupied to make the neighborhood appear abandoned – like a ghetto or a slum such practices can be described as psychological manipulation that usually frightened the remaining white residents into selling at a loss,normal,[-0.43558618  0.21965626 -0.02449098]
24367358_gab,yes i am sure that bands of feral blacks would not be blowing each other away over gang territory in blighted urban ghettos if they had not gotten the idea from the book of ecclesiastes,hatespeech,[-0.00885082 -0.06289893  0.02195529]
24423548_gab,leftists are all brainwashed retarded monkeys they need to hear the exact same words right back in their face it confuses their programming always remember all leftists are merely a software program never try to use logic only emotion,offensive,[ 0.3411623 -0.943496   0.5131034]
24461256_gab,this sperging alt right retard accused me of being a subversive jew now he is claiming that i am sarcuck the fuckwad i wish i was making something like that up where it makes whites look bad but i am not,hatespeech,[-0.3297972  -0.40724927  0.8557616 ]
2456779_gab,<user> you can take the family out of the ghetto but you cannot take the ghetto out of the family,offensive,[-1.1353855   0.46389687  0.04982962]
2467242_gab,<user> vk looks interesting i might actually install it however at first glance it does not appear to solve the digital ghetto problem all the information in one place diaspora is shit but it at least tries to solve the digital ghetto but fails note gab does not solve it either,normal,[-1.2022309   0.5983651  -0.06293727]
2479112_gab,<user> they realized their choice in studies was worthless tried to get their ghetto sugar daddy to make us pay for their bad choice to bad dint work,offensive,[-0.9062743   0.6752579  -0.10867546]
24792823_gab,we take mosque hit and runs very seriously but if you are a muslim migrant and plow into a load of pedestrians we will do our best to rule it an accident,offensive,[-0.589978    0.19417512  0.03996117]
24796291_gab,frikkin jootoob put it in restricted mode now could not watch the whole show live and the spergchat replay is now gone sadface emoji many lulz in gariépy ghetto will be missed youc the nuke hoiyt sum poowah diyvoyse folks feewings and got poowah papa jf reepoyted ohw gawd,normal,[-0.86907387  0.24163672  0.06131232]
24868909_gab,ben is a dumb kike but he sure is god at burning sjw faggots so he is a predictable winner for fag to fag confronts,offensive,[ 1.8030384  -1.6692244  -0.42514402]
24887819_gab,dont try to follow me cunts i aint blind bitch faggot sandniggers,hatespeech,[-0.43969265 -0.5244289   0.59136224]
24907034_gab,good might slow down their breeding by homosexual muslims who hate women,hatespeech,[-0.7072134 -0.0153427  0.2564317]
24921789_gab,plenty of faggots to talk to,hatespeech,[ 0.32906538 -0.57891524  0.19923118]
24959028_gab,on the left jews putting a sad face for the pictures that they would publish around the world on the right the same jews celebrating that their enemies were killing each other and soon israel would be created without shedding a single drop of jewish blood,normal,[ 0.12596196 -0.15941425  0.02908519]
24968793_gab,if a pic can be shown send in the drone the cancer of islam needs to be eradicated not enabled ww2 vets are rolling in their graves,hatespeech,[-0.41947463  0.06433749  0.13257368]
24998360_gab,nigger and a chimp walk into a gay bar iran has nukes istandwithisrael,hatespeech,[ 1.1778005  -0.90648687 -0.40168077]
25022515_gab,now nik omar is da man perfect timing awesome strategy tetiba semua orang suka religious man atheist pon mungkin masuk islam nanti,normal,[-1.0088807   0.27783656  0.00822717]
25054107_gab,justin you fucking retarded asshole get this through your thick skull once and for all even the globalist scumbags running the un will not pick a retard like you to be the secretary general,offensive,[-0.28261817 -0.8478171   0.91290456]
25196924_gab,i wonder how many of those living in the ghetto now drinking leadened water and under constant threat of gang violence long for a secure bed and meals on the plantation,hatespeech,[-1.1129854   0.42466593 -0.10881504]
25250350_gab,that fat fucking dyke pos should indeed be prosecuted and campaign finance violations should be the least of it get her on public indecency charges whatever they can come up with,hatespeech,[ 0.21667328 -0.23026223 -0.03368611]
25311914_gab,immigrant fucks from middle east are destroying you faggots let them in your bad not my,hatespeech,[-0.07779206 -0.39110935  0.38801277]
25356728_gab,if every white man who cares about the survival of our race killed as many niggers and kikes as they could before getting arrested or killed the problem would be solved in no time this is what they fear more than anything,hatespeech,[ 0.99088967 -1.108065   -0.22230758]
25400710_gab,in all of us there lies two wolves a dark wolf and a white wolf the native american says the one you feed is the one that grows odin says feed them both grow them strong and unleash the one that suits the situation,normal,[-0.3422656  -0.00293684  0.1262233 ]
2544722_gab,<user> turkish immigrants in germany did invent that wonderful post pub delicacy the döner kebab so that drunk people could eat shwarma whilst stumbling home i can not imagine that mo or al would be one bit happy with their entrepreneurial spirit unleashed by wonderful western freedom,normal,[-1.487968   0.632466  -0.0452509]
2547072_gab,<user> this is an uninformed post regarding the lesbian comment there is absolutely no evidence that michael moore likes women,offensive,[-1.3911031   0.63285583  0.02037339]
25502565_gab,come to an amicable agreement and resolution with the non kurdish iraqi heard of instances of iraqi arabs being barred from returning to their homes in kirkuk,normal,[-0.35866806  0.07981367  0.01859106]
25552005_gab,no that can not be we all know that muslim knife attacks have nothing to fo with religion,offensive,[ 0.12661077 -0.21708624  0.15341389]
25557750_gab,no no i will not i do not do that i told you i am a white woman sorry i really am not interested in you you are angry and strange perhaps you should lay off the soy lattes and dial up your meds,normal,[-0.5370784  -0.00081278  0.22129746]
25745607_gab,we had a fun time on <number> <number> one year with pam geller and geert wilders speaking against building a muzzie mosque in the area the english defence league even showed up,hatespeech,[ 1.1025418  -1.1419665  -0.12036981]
25762135_gab,anyone that stepped foot on desert soil and fought those sand niggers please tell me does it make you sick to see them taking over america,hatespeech,[ 0.69896376 -0.9863844  -0.01310591]
25823817_gab,brennan is a traitor any other muslim who attains a position of responsibility will also commit treason muslims cannot be muslims while upholding the us constitution or its laws they are irrevocably in conflict with so called islamic law,offensive,[-0.5103301   0.06913171  0.1544699 ]
25855215_gab,nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao,hatespeech,[-1.1904013   0.11313653  0.31737882]
25857922_gab,rt usahotlips i never thought i would see the day when liberals would have so much contempt for one man their country that they would actually cheer for defend ms <number> north korea iran illegal immigrants deep state thursdaythought maga tds,offensive,[-1.0908413   0.22589739  0.05173906]
25936116_gab,enjoy your new drama filled scandalous royalty england this is what happens when you take a ghetto <number> y o divorcee and try to make her a princess,normal,[-0.4925677  -0.06010175  0.3940767 ]
25938675_gab,i am gonna go now but i will be back later we are just getting started you and i better rummage through your closet and find your dancing shoes bitch boy we are not done by a long shot,offensive,[-0.741413   -0.12931512  0.5328348 ]
26004134_gab,wow you just admitted to wanting the homo sex eww the trolls on gab are retarded as hell maybe as technology improves so will the faggotry jeff mute this nigga mute,hatespeech,[-0.8293747 -0.6844398  0.9591372]
26059860_gab,<user> ‍ i agree the catholic church loves their muzzie infiltration at any cost they give and give and give to the sand niggers at the cost of white catholics shame on them,hatespeech,[ 1.146934   -1.4463345   0.02902133]
26245401_gab,it muh dickism and biketheftism rolled into one if you think about it it peak negro if niggers could do magic they would of course use their powers to steal shit,hatespeech,[ 0.92020464 -1.0347443  -0.15886357]
26251002_gab,i have been looking through historical photos and have noticed that some women do not look very happy when wearing red jfk wife for example,normal,[-0.83584225  0.3392871  -0.10095391]
26296506_gab,gab lately has gone absolutely full retard i havent seen this level of breakdown since i trolled themeparkreview com into the ground well me and a few other trolls guys you all need to chill,normal,[-0.2899658 -0.5638859  0.9073081]
26410751_gab,yep it been going on a while if only people would listen to people like tommy like us but they do not they like to feel good and not think about the up to a million underage girls raped over the decades,offensive,[-0.2949683   0.03030307  0.11159246]
26427633_gab,because e should have bee asians and f should have been all the above,normal,[ 0.14217153 -0.22381686  0.06008104]
26443311_gab,i should post pics of muslim women sucking christian cock lol,offensive,[-0.25422275 -0.10372652  0.09502801]
26522154_gab,nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude,hatespeech,[ 1.3707772 -1.0950392 -0.3978827]
26535249_gab,no no it every topic dude every topic that gets some traction here they come they are in every room spouting it the jews and the arabs then the blacks it what they came to do,normal,[-0.2431572   0.02919111  0.0900213 ]
26619153_gab,arab refugees the jews are fucking arabs,hatespeech,[ 0.07094318 -0.31980813  0.26437318]
2668582_gab,the left labels trump supporters as being uneducated but chooses to side with third world refugees that have zero conception of how democracy works just liberal things maga democrats cucks trump,offensive,[-0.38459644  0.05291206  0.07996957]
26827207_gab,im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,hatespeech,[-0.6147244   0.05713559  0.2580604 ]
26847498_gab,wait so ur tellin me not only is the earth not flat but niggers be on other planets i guess i should not be surprised after learning what ethnic swedes look like i always thought they were hot blondes,offensive,[ 0.48720506 -0.64698046 -0.16820724]
26852992_gab,most muslim men are homosexuals pakistan has more male prostitutes than most countries film makers concluded that most pakistani men visit male prostitutes for sex if you dont believe me ask the ex cricketer and now politician imran khan,offensive,[-0.8053467   0.2666303  -0.07793503]
26892722_gab,so as men we have penises that look like melted candles but women get something cool as their pussies look like the fucking predator,offensive,[-0.48774126 -0.05509831  0.3053681 ]
26948887_gab,is this why kale is popular now because it clears out your shit shaft i did not know it was queer food,offensive,[-0.87478125  0.13413139  0.21150298]
26964751_gab,lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,hatespeech,[ 2.3439124 -2.2133954 -0.6041828]
27005298_gab,thanks jews how it started,offensive,[-0.13454756 -0.20685972  0.30135235]
27008964_gab,do not vote for any candidate with a jew spic sand nigger or gook last name or one who is a nigger period,hatespeech,[ 1.4214118  -1.2855762  -0.36909932]
27021209_gab,you sound like an annoying boomer faggot,offensive,[-0.00471389 -0.6405797   0.39744714]
2702487_gab,happy sunday prayers for the copts at home and abroad effected by the violence in cairo,normal,[-1.6068357   0.5695963  -0.18044516]
27026013_gab,either that or you are a retard who does not understand that the word demand is customarily used when outlining political goals even when said goals are not addressed to any specific higher authority,offensive,[-0.2311031  -0.63798225  1.0327502 ]
27053763_gab,president trump has the patience of a saint if it were me in his place i would have declared martial law rounded up every member of the retarded liberal media and shipped them all to a gulag in antarctica,offensive,[ 0.13269016 -1.0632012   0.7299602 ]
27055799_gab,americanthinker usually with excellent editorials and i especially like the comments section today a jew harped on and on about poor pitiful persecuted jews and how terrible anti semitism is what so damn special they should have their own word for alleged racism,normal,[-0.29618302 -0.08046307  0.20790382]
27075190_gab,the question i ask myself most often is why the negro race keeps running away from themselves to live amongst the white race and then turn around and blame the white race for their pathetic existence in the land from whence they came,offensive,[-0.6841152   0.11447872  0.08106869]
27165282_gab,<number> <number> the ghetto plantation the ghetto plantation was designed to keep them poor desperate and under control while keeping them voting against their own welfare for decades neo marxist saul alinsky based much of his tactics on the democrats approach to blacks and the us government approach to the native americans,normal,[-0.75666547  0.21492897  0.08558944]
27280463_gab,for fuck sake when is the western governments going to stop giving these retarded hostile muslims perpetual aid,hatespeech,[-0.19513719 -1.0588742   0.9243749 ]
27347238_gab,it probably does not since faggot kennedy limited the ruling to just that one baker and just to be pushing back against anti christian statements by the state regulators the one time kennedy was ready to do the right thing roberts was there to overrule him obamacare,offensive,[ 0.25459856 -0.6802869   0.28945214]
27352334_gab,jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,offensive,[-0.11335986 -0.23334076  0.31524563]
27354787_gab,🎶 blackstones meet the blackstones they are a stone age ghetto family from the town of harlem they are niggers right from history 🎶,hatespeech,[ 1.1176811  -1.210329   -0.22287045]
27357310_gab,oh that bitch needs to be cornered by a pack of sand niggers made air tight and then have her throat slit it could have been a bus that killed her after all,hatespeech,[ 1.4749111  -1.7673595  -0.04490124]
27386050_gab,wherever trump goes there is love peace and happiness except for israel only jews would kill around <number> people in his presence,hatespeech,[-0.6174153   0.02844943  0.15246469]
27406915_gab,as for jews revenge is the only answer i blame modern christianity for this cuck mentality turn the other cheek must end the jews have flooded our countries with invaders to rape our daughters our people used to live for conquer and revenge its time to rekindle the fire <number>,hatespeech,[ 0.25335148 -0.30043763  0.0864144 ]
27409911_gab,what a fucking bitch lol conservatives are just as liberal as democrats that why they accept faggots nowadays will not be long before they accept trannies too,offensive,[ 0.5972092  -0.8005815   0.08996744]
27419445_gab,is it just me or are the only people retarded enough to buy the q larp boomers i swear they eat it all up right along with a side of fox news and pro israel propaganda qanon,offensive,[-0.5339379 -0.540514   0.6467918]
27430899_gab,there is absolutely no room for same sex marriages it is important to state that homosexual activity is prohibited according to the hindu religion so this has always been our position that a marriage is between a male and a female satnarayan maharaj,normal,[-0.8730036   0.20915622  0.02262828]
27435738_gab,he gave you a brillo pad that you all spend a fortune on to get rid of so you can look like white women,offensive,[-0.09561606 -0.1307645   0.24537376]
27442888_gab,tell that retarded fucking monkey to come on with it i will wait,offensive,[-0.4981747  -0.7284626   0.88640237]
27511340_gab,recognising jerusalem as israels capital and relocating the arabs to jordan is not pro israel it is fact and truth,normal,[-0.16822797 -0.1514788   0.12133838]
27559578_gab,so is it ok for us to protest jews in those positions in our countries as well chill the personal attacks i am better than you at those and i have not even used one yet it a debate,offensive,[-0.6288332   0.10646547  0.11427924]
2756921_gab,re the <number> people who recently followed me have you no taste or standards i will try to return the follow asap i am just making sure you are not a window licking nazi larping annoying drama queen i can only handleso much of that so far so good theyfollowmewtf,normal,[-0.7600961  0.333907  -0.1437604]
27593057_gab,brigham and women hospital a teaching hospital of harvard medical school is taking down portraits of white medical legends because they reinforce white men are in charge liberal craziness diversity,normal,[-0.09969166 -0.16393034 -0.01500395]
27597499_gab,also let me add that even genuine refugees are often fleeing their home countries because they fear retribution for the very bad things they did to their fellow nationals steve sailor,normal,[-0.7204174   0.43902707 -0.14533299]
27670128_gab,how did these jews make such an accurate representation of the pro white movement it just like us,normal,[ 0.00942789 -0.34308755  0.43883842]
27673860_gab,twitter is agaisnt all non muslim holidays,normal,[-0.6980084   0.06235829  0.22000442]
27705105_gab,again and again what i hear from mexican immigrants is that we need to do more for them their is moral outrage and entitlement in their voices as they want someone else to invent create or pay for something else for them,normal,[-0.68664825  0.18731415  0.00239537]
27715195_gab,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,offensive,[-0.17749864 -0.05419427  0.17964143]
27886895_gab,the hill as always twists it up it not the religious right it the religious left that run refugee placement programs and such like the jackasses settle muzzies in paterson nj,hatespeech,[ 0.43148282 -0.56741554  0.14644861]
